Nederlands;Gronings
Lang, lang leden, toen ik sneeuwballen het mooiste van de hele winter van, ja, daar lag het wat anders.;Laank, laank leden, dou ik snijbalen gooien t mooiste van de haile winter von, joa, dou lag t wat aans.
"De gewone haas gaat er nog steeds uit; verdwijnt in die tijd de dikke kans dat de winterde dood ook de arme baas wacht staat";"Hoamele hoas gaait der nog vandeur; verdwient ien diezeghaid dik kaans dat winterse dood ok t aarme baist te wachten staait"
Gezien zijn zoon had hij een puppy, die hij op de rommelmarkt in het dorp kocht voor een kwartje.;Gezienus zien zeuntje haar n knientje, dij e ais op rommelmaarkt ien t dörp kocht haar veur n kwartje.
Een andere jongen uit het dorp kocht het andere pakje, maar hij had het er na een paar maanden al in gedaan.;n Aander jonkje oet t dörp kocht t aander baistje, mor dij haar t ter noa n poar moand al tou doan.
Rambo's streken lopen: moes onze kortsluitingen we hadden de lange, dode strakke oorlog snuiver daar maar bij;Frambozestroeken lonken: “mos ons körtwieken wie hemmen laange, dode stronken krieg snuischeer der mor bie”
Eigenlijk smaakt het sokkeloademelk lekker, want het wordt gemaakt van cacao poeder en volle koemelk, zo zei de boer.;Veuraal dai sokkeloademelk smuik lekker, want t wui moakt van poeder cacao en volle koumelk, zo bie de boer vot.
Ik had toch al, zou die man op het werk kunnen zien dat ik een ingenieur ben? Nee, natuurlijk niet;k doch al, zol dai man werkelk zain kìnnen dat k n ainspaanjer bin?’ ‘Nee, noatuurlek nait’.
Als de vlam in hem minder wordt, is hij niet meer duidelijk, kan de herinnering aan gisteren verdwijnen, hij wordt langzaam toch wat minder;As de vlamme in hom minder wordt hai het nait meer kloar hollen kin de herinnering van guster verdwient hai wordt langzoamaan toch wat min
Stoet met gebakken koekjes, gouden geel gebakken koekjes, dikke rijst met gele suiker in plaats van natte of mie.;Stoede mit gebakken koantjes, gold geel broaden hoantjes, dikke riest mit gele suker in ploats van nasi of mie.
Zijn vrouw is er oké bij gekomen, hij wil wel als hij ziet wat dat is, zo'n spiegelplaatje, Moest kijken..;Zien vrouw is der ok bij kommen, die wil wel es zien wat dat is, zo’n spiegelploatje, “Moest kieken..”
Mijn vriend Opgegroeid op een boerderijenplaats in een klein dorpje had ik daarom een grote achtervolging.;Mien kammeroad Opgruid op n boerenploatse in n lutje dörpke har k doarom n bult dieverdoatsie.
Appie was ambtenaar en als zodanig belast met het schouvelen en harken in het openbare groen in zijn woonplaats.;Appie was amtenoar en as zodoaneg belast mit t schovveln en haarken in t openboare gruin in zien woonploatse.
Nou ja, niet alleen vanzelf, ik denk dat ik wel een beetje weet hoe het is met die andere, die aan de andere kant door is.;Nou ja, nait apmoal vanzulf, ik dìnk dat ik wel n beetje wait hou oft is mit dij aner, dij aan anerkaant deur is.
Niet alleen moet je tussen al die blik door manoeuvreren, ook mensen met een rollator kunnen je het moeilijk maken!;Nait allain mout je tussen aal dat blik deur manoevreren, ook mensken mit n rollator kìnnen joe t stoer moaken!
Ze heeft zwart haar en bruine ogen, is vrij dun en net als ik thuis, met een leesbril op het puntje van de neus.;Ze het zwaart hoar en broene ogen, is vrij slank en net as ik ien hoes, mit n leesbril op t puntje van neus.
Chinese filosofie (550 tot 250 v.Chr.), wordt gezien als een van de drie meesters die de basis hebben gelegd voor het taoïsme.;Chinese filosofie (550 tot 250 v.Kr.), wordt zain as ain van de drij meesters dij t fundement legd hemmen veur t taoïsme.
Natuurlijk kon hij dat en daarom voelde ik dat hij mij iets belangrijks te vertellen had, die ik door de deur dicht en ging bij hem zitten.;Netuurlek mog hai dat en omreden ik vuilde dat hai mie wat belangrieks te vertellen haar, dee k deur mor dicht en gong bie hom zitten.
De man buigt zo voorover en doet een kastje open, houdt er een zwarte map uit, waarop zijn trouwring ligt.;De man bogt zug veurover en dut n kastje open, hoalt n swaart mapke der oet, woarop zien traauwring ligt.
In de tijd dat ik mijn pad vol stekeldoorns en druppels nog afloop wacht je alweer langs je pad van rozen voor je;In tied dat ik mien pad vol stiekeldoorns en obstoakels nog òfloop wachtst doe alweer – laggend dien pad van rozen veur die
Waar hij gebleven is, weet ik niet, maar ik heb gehoord dat hij nu of anders de directeur van de bank moet zijn.;Woar e bleven is, wait k nait, mor k heb heuren verluden, dat e nou ain of aander bankdirekteur wezen mout.
Speelen ontspant, speelen maakt je rijker, speelen maakt je sociaal eerlijker, speelen maakt je beter.;Speulen ontspant, speulen moakt je rieker, speulen moakt je sosjoal veerdeger, speulen moakt je weerboarder.
De pedailer laat het kleine bootje over de zee zieggen gelijk een jaagende snoek onder het water heen en weer schaatsen.;Peddeloar loat t raanke bootje over t moar zigzaggen geliek n joagende snouk onder wotter hinneweer schait.
Het was een mooie voorjaarsdag, toen mijn moeder mij 's ochtends vroeg wakker maakte om me te vertellen dat ons land in oorlog was met;Was n schiere veujoarsdag, dou mien moeke mie smörgens vroug wakker mouk om mie te vertellen, dat ons laand ien oorlog was mit
Toen pakte die (Dirk) hem op en rende er met de vot, probeerde hij aan te trekken, maar dat lokte niet........;Dou pakte daarde (Dirk) hom op en runde der mit vot, pebaaierde hom aan te trekken, mor dat lokte nait........t
Bij het eerste huis zei de vrouw, toen we eerrabbels op ons bed hadden gemeten, dat we vast wel wat te drinken wensen.;Bie t eerste hoeske zee vraauw, dou wie eerabbels onner bedstee smeten haren, dat wie vast wel wat te drinken lusten.
Voor mij stond een man van middelbare leeftijd met een korte nek, brede schouders, een gedronge romp en korte benen.;Veur mie ston n man van middelboare leeftied mit n korte nek, braide scholders, n gedrongen torso en korte bainen.
Fritz, die verdomde jongen, een polyglot, een van de vele schoolkameraden waar de onschuldige woorden van;Fritz, dij bespoddelke jong, polyglot, ain van de veule schoulkammeroaden woar de onstaarfelke woorden van
geen zin om jullie daar nog druk om te maken. Moeder, later, denk je dat die vroeger waren?;gain zin om joe doar nog drok om te moaken.’ ‘Mor wichter, loater, dinkstoe dat dij genoadeger west waren?’
Dikke kamels op de bloemen haar en op haar jas zat een gouden naam Rose, die zuit ruiken plakje.;Dikke hommels op de bloumen hoar en op heur jaske zat n golden noamRozen, dij zuit roeken ploatje.
Oma moet ik zeggen, dat ze wel een soort stoofel rond haar nek had waar je een sleutel aan kon hangen.;Non mout k zeggen, dat ze wel n soort stovven raimke um heur nekke har woar of je n sleudel aan hangen kìnnen.
"Het duurde zeker nog tien minuten voordat hij in de tuin kwam; de radio stond op de schouder en toen viel hij heel langzaam weg.";"t Duurde zeker nog tien menuten veur hai in t’ende kwam; de radio op scholder pootte en dou hail langsoam vot luip."
Als ik de ketel volgehokt heb met warm water, ga ik er in mijn blote kont onder staan en trek ik het bordje weg.;As k de kedel volgoeid heb mit waarm woater, goa k der in mien blode kont under stoan en trek k t ploatje vot.
"Ze keek me even aan of ik misschien niet helemaal schoon was en zei: ""Bist dacht ik echt aan vakantie bij mijn jongen.""";Ze keek mie ais aan of ik misschain nait haildal zuver was en zee: “Bist ducht mie echt aan vekaansie tou mien jong.”
Dikke kap ervan, boter erop (nee geen roombotter...) en hop, naar het voetbalveld (en uitkijk dat;Dikke kappe derof, botter derop (nee gain roombotter...) en hup, noar t voetbalveld (en oetkieken dat
Na de laatste crèpsie zitten een boel mensen met handen in het haar, willen dat misschien domme mensen eruit dringen als het hen kon helpen.;Noa leste kripsie zitten n bult lu mit haanden in t hoar, wollen dat meschain dommegeern oetrieten as t heur helpen kön.
Plotseling stond die seldoat met zijn pijp tussen haar en de deur in, en de smerige blik die hij gaf, ongelooflijk.;Bliksemsnel ston die seldoat met zien piek tussen heur en de deur ien, en smereg kieken dat e dee, ongeleuflek.
Nou, toen mijn schoondochter tegen me loog, zei hij ook dat er een ledikaant was, zei ze en gleed iets.;‘Nou, din het mien schoondochter mie veurlogen, dij zee ook dat n ledikaant was’, zee ze en gnivvelde wat.
Het was niet zijn gewoonte om 's avonds laat thuis te komen, maar deze avond was hij afgekeurd van zijn vaste stelregel.;t Was nait zien gewoonte om soavends loat thuus te kommen, mor dizze oavend was e van zien vaste stelregel oafweken.
Maar ik had het niet nodig om de tweede slag af te wachten en heb, denk ik, van mijn levensdagen nooit harder dan dou gerend.;Mor ik haar wel t benul de twijde slag nait oaf te wachten en heb , ducht mie, van mien levensdoagen nooit haarder runt as dou.
Tot een dronken kerel het tijden twee minuten stilte het op een roep zat en het hele volk opstoordelijk bracht.;Tot n bezopen kerel t tiedens twij menuten stilte t op n roupen zedde en t haile volk op onstuur brochde.
Hij keek nog naar de teller en kopschudend sliep hij weg richting stad, in de hoop dat hij bij;Hai keek nog es noar de gèldautomoat en kopschuddend slofde hai weg richten stad, in de hoop dat e bie d’
Als hij zelf zijn anti-vuvuvuzela-voorwerpen niet vond, had hij die nu wel of niet in zijn handtas gedaan?;Geert vanzölf zien anti-vuvuzela-oordopjes niet vienden, haar e die nou wel of niet ien zien handtaske doan?
Je kunt het je niet voorstellen, maar vijftien jaar geleden waren er nog geen draagbare telefoons, ....eerlijk gezegd.;Je kinnen joe t nait veurstellen, mor vieftien joar leden wazzen der nog gain droagboare telefoons, ....eerlieks woar.
Vaak gebeurde het, dat ze in het midden van de nacht opviel, maar de staat zei dat de persoon in kwestie niet uitzag.;Voak gebeurde t, dat ze midden in de nacht oppiept wuien, mor gezain de stoates muik dat de betreffende persoon nait oet.
Ik typde de codecijfers in mijn mobieltje, precies zoals in de brief stond, in de hoop dat de zaak dan geregeld was....;Ik tikte de codenummers in mien mobieltje, persies as in de braif ston, in de hoop dat de zoak den regeld was....
Als je mij nu wilt wijzen, om me weer in een van mij te veranderen, dan krijg je al mijn geld.;Astoe mie nou terwille weden wilze, mie weer te veranern ien n mìns, 5 din krigs’ aal mien geld.”
Ook de een in een ander als goienoavend gaat op een 4e naammaal troug (een goede avond).;Ook de n ien n wìns as ‘goienoavend’ gaait op n 4e noamvaal trug (ainen goien oavend).
In de verte hoorde hij de laatste trein nog naar de stad rijden, maar hij sliep al voordat hij zich in de kussen nuzzelde.;In de verte heurde hai de leste traain nog noar stad rieden, mor hij sluip al veurdat e zich in de kussen nuzzeld haar.
Van gisteren beleefde hij hoe het was in de ochtend vroeg al op het kantoor komen mocht om dat op een bericht van een inbraak in de;Vannijs beleefde hai hou e s mörgens vroug al op t buro kommen mos om dat ter n bericht kommen was van n inbroak in het
Hij keek nog eens goed om zich heen en zag dat de piano uit zedel was gestuurd en dat er een grote, lange kist op die plaats stond.;Hai keek nog ais goud om zuk tou en zag dat de pioano uut zied zet was en dat ter n grode, laange kiste op dij plek ston.
Maar nu had ze het aan de hand en na een tijdje mocht er een nieuwe komst van zonder huisgenoot het wel slim stil in huis waren.;Mor nou haar zai t ter tou doan en noa n zetje mos der n nije kommen van zunder hoesgenootje was t wel slim stil ien hoes.
Toen ze weer vertrokken waren en de ouderling plechtig afscheid nam van de bestuurders, vertelden zij nog waarom ze er altijd naartoe zouden gaan;Dou zai weer votgingen en aalderhartelkst òfscheid van beheerders namen, vruigen dij nog wel woarom zai zulven haldaal noar
De vierdaagse borden waren vanzelf ok wat nostalgisch, er leefden toen nog maar 13000 wandelers (en nu al meer dan 40 000...);Vierdaagse bennen vanzulf ok wat nostalgisch, der liepen toen nog mor 13000 wandeloars (en nou al meer as 40000...)
jullie kunnen tafel meenemen...of heb je je gedacht? Nee, zei mijn schoonzoon,hier is jullie geld.;ie kinnen toavel mitnemen...of heb je joe bedocht ?” “Nee”, zee mien schoonzeun,”hier is joen geld.
Ik zit op een dikke zwarte steen op het uiterste puntje van de pier, het leven is zo gegaan, maar misschien blijf ik wel hier;Ik zit op n dikke swaarde stain op t oeterste puntje van de pier sums is t leven zo gemain misschain blief ik wel hier
Dan stond op: Met raad en daad voor u klaar, en doe haar er een r tussen maggeld en stenen daar draad.;Doar ston op: ‘Met raad en daad voor u paraat’, en dou haar ain doar n ‘r’ tussen maggeld en ston der draad.
Moeder had het ook wel met een thermoville gebaaierd, maar die liet we een maal vallen en deed de koffie in de vloer.;Moeke haar t ook wel ais mit n thermovlès pebaaierd mor dij laiten wie n moal valen en dou rabbelde kovvie ien vlès.
Ze zat vlak naast mij achter de computer en ik lag op mijn knieën voor de holtkaaggel om de as eruit te halen.;Ze zat geliek noast mie achter de kompjoeter en ik lag op knijen veur de holtkaggel om de aaske deroet te hoalen.
Zelfs de fietsverlichting die het niet altijd en toen er wat roodheid bij kwam, was het maar wat spannend daar op;Zulfs de fietsverlichten dee t nait aaltied en dou der wat scharrelderij bie kwam, was t mor wat spannend doar op t
"Doe dit experimentele stukje uiteindelijk ophalen, roep broeder: ""Mooi jongen, en nu eens""";Dou dit experimentele getjoedel eindelk ophuil, ruip bruier: “Mooi jongs, en nôh eem ‘Rockin
Aan de voordeur hangt een kraan en door het huis hangen er wat meer stoffen die met de kerstdagen te maken hebben.;Aan de veurdeure hangt n kranze en deur t hoes hìn hangen wat meer fetuutjes dai mit de kerstdoagen te moaken hebben.
"Terwijl ik een blokje holt in de kaggel gooi, denk ik: ""Ze hebben veel gelijk, wat een rijkdom!";Terwiel ik n blokje holt in de kaggel gooi, denk ik: “Ie hebben groot geliek, wat n riekdom!”
Ik ben alweer aan het bedenken hoe ik die jongens van mijn dam mee naar buiten moest om ze er met goud met sneeuw in te peperen...;Ik ben alweer aan t bedenken hou ik dai jongen van mie dammee noar boeten krieg om ze ais goud mit snij in te pepern...t
De jaren gingen voorbij, de laatste schooldag stond erop af te komen, afscheid van zijn kameraden, en van zijn meester.;Joaren gongen veurbie, leste schouldag ston deraan te kommen, oafschaaid van zien kammeroadjes, en van zien meester.
De jongen had iets te bekijken, toen hij zo drijf was om naar het schip terug te gaan, voor de vele vragen die hij had.;Jong ston wat te kieken, dou hai zo driest was om noar scheepsketoor te goan, veur de veule vroagen dij hai haar.
Op een avond werd er aan de buitendeur gekraakt, maar toen die open was, stonden er twee vreemde mannen bij de deur.;Dou op n oavend wer der aan boetendeur rammeld, moeke dee open, doar stonnen twij vrumde manlu bie deur.
Ik kwam te vroeg, maar was blij, dat hij nog zoveel jaren van vrouw, kinderen en kleinkinderen had.;Kwam te vroug, mor was blied, dat e nog zoveul joar van vraauw, kinder- en klaainkinder had groalen meugen.
Laat me maar lekker warm wachten tot het nieuwe voorjaar, want dat is zeker, dat komt... Heb je iets om uit te kijken.;Loat mie mor lekker waarm wachten tot t nije veurjoar, want dat is zeker, dij komt...Heb je wat om noar oet te kieken.
Dat er hier in huis een kast is, of een beetje waar schermopjes liggen met alle kleuren van de regenboog.;Dat der hier in hoes n kaast is, of n loatje woardat schiefkes liggen mit ale kleuren van de regenboog.’
En als jullie vader de hele dag werkte, kwam er 's avonds aardappelen-met-groen-en-vlees op tafel.;En as joen Pa haile dag waarkt haar, din kwam soavends eerappels-mit-gruinte-en-vlees op toavel.
Toen de vrijzinnige boeren de openbare school steunden en dan ook een vereniging voor het openbaar onderwijs oprichtten.;Benoam de vrijzinnege boeren steunen de openboare schoule en richten din ook n verainen veur openboar onderwies op.
Ook al heb ik niet op de kerkelijke school gezeten, toch komen er op de kerkelijke school 23 bekende gezichten voorbij.;Ook al heb ik nait op christelke schoule zeten, toch kommen der op t christelke schoul 23 plaain bekende gezichten veurbie.
Elk werd stil en zat aandachtig te luisteren naar een nieuw tijdschrift uit vroeger tijden, waar ze zo goed in was.;Elk wuir stil en zat aandachteg te lustern noar vannijs n taimke oet vrouger tieden, woaras ze zo goud in was.
Drentje bijzonder kaarten schrijven heeft, alsof iemand therapeutisch bezig is in deze witte decembermaand.;Drenten ofzunderlieke koarten schrieven huft, net of e therapeutisch bezeg is ien dizze witte decembermoand.
Op een ochtend zat hij er weer, deze keer had hij moeite om te kaizen, de huisgenoot had er een souskepot bijgehangen.;Op n mörgen zat hai der weer, dizze keer haar hai muite om te kaizen, hoesgenoot haar der n souskepuut bie hongen.
Ach lief toetjepot, hadden ze hun eigen stempazen erin gestuurd en lagen die van zus en schoonvader nu voor de man op tafel.;Ach laive toetpot, haren zai heur aigen stempazzen hìnstuurd en lagen dij van zuster en swoager no veur man op toavel.
Zij zouden allemaal, zoals zij dat altijd wenden hadden te doen, maar het mishottelde hun allemaal glad.;Zai zollen aal hìn, zoas zai dat aaltied wènd west haren te doun, mor t mishottjede heur dismoal glad.
Over een hoogvloer voor mijn huis zag ik een hele zoete smijten en eenden, zoals ook een paar verdwaalde zeekoeien.;Over n hoogvlonder veur mien hoes zag k n haile zoot smienten en ainden, as ok n koppel verdwoalde zeekoapen.
IJs mag wel een bullet dieverdracht voor het volk zijn, maar een ellende voor paarderij en het vliegende spul.;Ies mag wel n bult dieverdoatsie wezen veur t volk, mor n ellèn veur paardie daaier en t vlaigend spul.
"""Moeder had je ook nog iets over het kraaien van een haan of zo?"" ""Ja, ik moet het even zoeken, zei";‘Mor haarst ook nog wat over kraaien van n hoan of zowat?’ ‘Joa, den mout ik even zuiken’, zee
Wat doet hij nu ons boeten ons geld uitgeven ons grondig televisieanbieder ons grondig manager;Wat dut e nou – ons guutjepuut – ons pengeltuut ons grunneger tillevisieköster – ons grunneger ‘boss’
Dat krijg je als je ouder bent dan je wil zijn en wiet, dan is het bewegen meer e hazzens dan in e bijen.;Dat krieg je as je older binnen asdat je wezen en wieten willen, dan zit t bewegen meer ie e hazzens as ien e bienen.
Er zijn mensen die heel verbaasd zijn als ik vertel dat ik een haan slacht heb en er ook nog soep van heb gekookt.;Der binnen minsen dij hail verboasd binnen as ik vertèl dat ik n hoane slacht heb en doar ook nog soep van kookt heb.
Mensen die niet weten waar melk vandaan komt, hebben nog nooit hoe aardappelen groeien gezien, weten vaak hoe het moet.;Mìnsen dij nait waiten woar melk weg komt, nog nooit zain hebben hou eerappels gruien, waiten voak sekuur hou t mout.
"De moeder toen haar moeder het kleine potje vouwde ging genoteerd ze opeens: ""Dus moet je mijn moeder niet eten!""";Moar dou heur moeke t lutje potje vouden ging veraltereerde zie opins: “Doe most mien moeke nait opeten !”
Maar op het veld is het stil, het dorp wil niet opvallen, het houdt de adem in en vertrouwt op zijn schutskleur.;Mor op de wierde is t stil, t dörp wil nait opvalen, t holdt d oadem in en vertraauwt op zien schutkleur.
Dat leer je in een school en daar kwam je niet veel, hoewel we toen wel opschept waren met de naam: hospitanten.;Dat leer je ien e scholen en doar kwam je niet zoveul, al zaten we destieds wel opscheept met de noam: hospitanten.
Heb je nog nooit zo veel over broomers gehoord als toen op die school, van twee andere huisartsen die allemaal maar spraken over;Heb nog nooit zo veul over brommers heurd as toen op die school, van twij aandre hospitanten die allent mor proaten deden over
Er is geen weg terug in de tijd Ik kan alleen maar naar de loader en kom de laatste dagen nader dan gaat mijn tijd met mij aan elkaar.;Der is gain weg weerom ien tied ik kin allinneg mor noar loader en kommen leste doagen noader din gaait mien tied mit mie aan zied.
En daarom wilde ik ook zo veel mogelijk plezier hebben in het streekgebied dat hij op de hals had gehaald!;En vanzulf wìns ik hom ook zo veul meugelk plezaaier in t streektoalwaark dat e zok op de haals hoald het!
Kruis 29, dat redactie van uw tijdschrift op zoek was naar een nieuwe tekstredakteur.;Kreuze 29, dat redaksie van joen “opdroadse” tiedschrift op zuik was noar n nije tekstredakteur.
Amsterdam wel drie keer bij de zelfde hek langs komen, voordat we in de gaten heren dat op een douwalspoor zaten....;Amsterdam wel drij moal bie t zulfde hek laangs komen, veurdat wie in de goaten harren dat w’op n dwoalspoor zatten....
Hoe dan ook, ik heb er lang op gestudeerd en na veel mislukkingen slaagde ik erin het apparaat te programmeren.....!;Hou din ook, ik har der laank op studaaierd en noa veul miskleunen lukte t mie om t apperoat te programmeren.....!
De ingebouwde mevrouw, haar man, hoe ze het voor elkaar kregen, vertelde me precies waar ik naartoe moest;De inbaauwde juffrouw...,man man, hou kriegen ze t veur mekoar...,vertelde mie persies woar k hìn mos
Toen we beiden wat verkoeld waren, zagen we al gauw de humor ervan in en hebben we er nog maar lekker om gelachen.;Toun wie baaide wat òfkoeld waren, zagen wie al gaauw de humor der van in en heb we der nog smoakelk om laagd.
Ze wees naar de stapelletje brieven van tienduizend in de kassa en zei dat ze er nog een had nodig.;Zie wees noar t stoapeltje braifkes van tiendoezend in de kassaloa en zee dat ze doar nog aine van hemmen mös.
Petzinger mijn hoop is dat er binnenkort niemand meer zo dom zal zijn om een reden voor een oorlog te bedenken als de guikema 15;Petzinger mien hoop is dat der binnenkört gainain meer zo stom wezen zal om n reden veur n oorlog te verzinnen harm d guikema 15
"God, dacht ze, nu de vader nog zo dolap zei: ""Vergeet niet, als je naar het huis moet gaan dan moet je vragen:";"God, docht ze, nou het pa nog zo dulek zegd: ""Nait vergeten, ast noar t huusie moust din gaaist vroagen:"
Wel twintig jongens zaten in de grote grotten bij de herenboer aan het doek en springen, dat was een lust.;Wel twinteg jongs wazzen in de grode graachten bie de heereboer aan t doeken en springen, dat t n lust was.
De andere drie meisjes en jongens waren allemaal in de hoek geweest van wat er werd gesproken, zij wilden toch niet dat de anderen er van wisten.;Aner drij wichter en jong waren glìn ien hakken west dat ter over proat wer, dij wollen ja nait dat anern der wait van kregen.
Was deze vervolging een gevolg van de jarenlange anti-semitische denken, zoals dat zelf in onze, maar ook in;Was dizze vervolgen n gevolg van t joarenlaank ‘anti- semitieze’ denken, zoas dat zölfs in onze, mor ok in
Ik liep even weer met papa door de fabriek, voelde weer de haite lucht en hoorde het geluid van de boane.;Ik luip even weer mit pa deur d’febriek, vuilde weer de haite lucht en heurde t geroas van de “boane”.
Vandaag, een warme dag in juli, beklimt hij terug naar Argelès-Gazost, een Frans bergdorp.;Vandoage, n waarme dag in juli, klimt e terogge noar Argelès-Gazost, n Fraans baargdörp.
Maar de jongen had heel veel te eten die dag, veel zeepels, knoflook en kruidenieren en daar had hij heel veel last van.;Moar t jong haar hail swoar eten dij dag, veul siepels, knoflook en kruuderijen en doar haar e slim last van.
Ze zijn nog op zoek naar een nicht, maar die is spoorloos. Vergeet, kom we zullen nog aan de stronnen in de garagebak.;Ze binnen nog op zuik noar n nicht, mor dij is spoorloos.” “Verrek, kom wie zellen nog aan strunen in garagebox.
Wat is het dat vroeger me liet staren naar de zolder en kruisjes in het behang onbeweeglijk het gemoud aanpakken.;Wat is t dat vrouger mie loat stoaren noar zolder en kroezen ien t behang onbewegelk t gemoud aan poazen.
Ook van elke woning werd een kaart gemaakt waarop de hoofdwoner en de samenstelling van zijn gezin op aantrekkelijke wijze werden.;Ook van elke wonen wer n koarte moakt woarop de heufdbewoner en soamenstellen van zien gezin op aantaikend wer.
Ze zou wel gedacht hebben, wat ze niet zei, is er ook niet en aardappelen kregen gezelschap van heel veel kleuren groen.;Zie zol wel docht hebben, wat zie nait zait, is der ook nait en eerappels kregen gezelschop van heul veul kleuren gruin.
Goei, ik was altijd al zo groot op mijn afkomst als werknemer, die hebben ja ook veel te maken met boeren.;Goh, k was aaltied al zo groots op mien oafkomst as aarbaider, dij hebben ja ook veul mit boeren te moaken.
Ze draaide zich om en verdween weer achter het gerdien, dat ze zo hard dicht trok dat hij aan de andere kant weer open schoot.;Ze draaide zok om en verdween weer achter het gerdientje, dij ze zo haard dicht trok dat hai aan de ander kaant weer open schoot.
Toch begint één ding, de negentig kilo die bij de bergklimmer altijd op mijn rug zit, zwaar te worden.;Toch ain ding, de negenteg kilo dij bie t baargbeklimmen aaltied op mien rugge zit, begunt zwoar te worden.
Huilend, glibberend, klinken, probeer ik een veilig spoor te vinden op een gesneden, ijzege wegdek.;Huvernd, glibbernd, klunend, perbaaier ik n vaaileg spoor te vinden op n besnijd, iezeg wegdek.
De vrouw zat op de zaad, maar zwaaide als een donkere kerel naar binnen, schoot als een broenvis van de vloer en...;Vraauw zat op zoadel, mor zwaaide as n doene kerel hìnneweer, schoot as n broenvis van vlonder en...
Het rookt vreemd zwaar naar een mengsel van kaas, kruidenail, koffie en konijn, een beetje ouderwets.;t Rokt ter vremd zwoar noar n mengsel van kees, kruudnoagels, kovvie en kenail, n beetje ollerwets.
Trouwens..., schuift ze nog in de zin, eurosint is nog altijd een wettelijk betaalmiddel! het;Traauwens...”, schut heur nog ien t zin, ”eurosint is nog aaltied n wettig betoalmiddel heur!” t
Zonsondergang komt eraan...) gingen de voetballers stoppen, al twee weekenden nadat er geen voetbal te zien was.;Sunterkloas vot kommen...) goan de voetballers stoaken, al twee weekends achtermekoar dat der gien voetbal te zien is.
Nu heb ik dertig jaar geleden twee hen opgehaald van een echte fazantefokker, beide binnen ringd en allemaal.;Nou heb k toundertied twij hìnnen ophoald van n jechtege fezantefokker, baaident binnen ringd en aal.
Geert, Ik zag het gebeuren: de voorwiel remde toen dat nergens voor nodig was en de achterwiel keek niet uit.;Geert, “Ik zag t gebeuren: de veurste remde terwiel dat naargens veur neudeg was en d achterste keek nait oet.
De meer kijkt naar de achteruitgang van haar vogel, schudt wijs met haar hoofd strakker deel in de sluit, staat op hoge stoelen stil;Meer kikt noar darreln van heur vool, schudt wies mit kop raaiger strikt deel ien sloot, staait op hoge stelten stil
"In de tussentijd roepen ze: ""We willen niet naar school."" Ik voelde met hen mee, maar ik kreeg geen mee.";Tougelieks roupen ze: “Wie willen nait noar schoule.” k Vuil mit ze mit, mor k krieg gain meelie.
Deze databank, die op het internet te vinden is, kan een drieletterscode toevoegen aan alle talen die erin worden beschreven: zgn.;Dizze databank, dij op t internet te vienden is, kint n drijlettercode tou aan ale toalen dij der ien beschreven worden: zgn.
Een beetje meer variatie kan geen kwaad zijn: De dichtstbijzijnde streek hier is de Westerkater! De aais glimt.;Beetje meer varioatsie kan gien kwoad: “Mooiste streek hier is t Westerketier!” Geert glimt.
Zijn er dagelijks miljoenen ontheemden op de vloot, of moeten ze bijwerken onder de meest hernieuwbare omstandigheden.;Binnen der doagelks miljounen ontheemden op vlocht, of mouten ze bivakkeren onder mainst erbaarmelke omstaandegheden.
Een oude vijand, met een bord van zeven weken was al drie keer langs gekomen en die zowaar een bod van honderd dollar!;n Ol voelderd, mit n board van zeuven weke was al drij moal langs kommen en dee zowoar n bod van honderd doalder!
Ik ga niet meer op de berg, zei Bonzo, moet om half zes de kraan al weer draaien laten!;“k Goa nait meer op bèrre”, zee Bonzo, “mout om haalf zesse de kroane al weer draaien loaten!
Nou had ik al eens naar het westen gegaan om geld mee te brengen en ik had elke keer van de heren gehoord dat ik een goede speler was.;Nou haar ik al verschaiden moal hin west om geld te brengen en k haar elke keer van de heren heurd, dat k n goie spoarder was.
Maar als ik naar haar toe draaide, keek ze strak naar de witte doek, of ik daarop zou verschijnen.;Mor as ik mie noar heur tou draai 12 de, keken ze strak noar t widde douk, of ik doarop verschienen zol.
Was dit jaar voor een kerstversie in de tuin, prachte ik mijn soep, zoiets steekt ja slim dicht.;Was dit joar veur n kerstverske in taauw, k prakkezaaierde mie suf, zukswat stekt ja slim naauw.
Een ouderwets schoolmonarch (maandblad 1930) Zie mijn kleine, nu zullen we zeker zien of hij de letters nog kent.;Een ouderwetse schoolmonarch (Maandblad 1930) “Ziezo mien tuutjes, nou zel wie rais zain of ie de letters nog kennen.
Op zondag moest er petat gemaakt worden, schilde mama de dikke aardappelen en wij deden ze door een petatsknipper hen.;Op zundag mos der petat moakt worden, moeke schilde den dikke eerappels en wie deden ze deur n petatsnieder hen.
Zou het koken ook in de genen meegaan worden, vraag ik mij af, want mijn kinderen vinden dat ik een ouderwetse pot koken.;Zol t koken ook in de genen mitgeven worden, vroag ik mie oaf, want mien kinder vinden dat ik een olderwetse pot kook.
Nee, die struisvogelbifstuk had we onlangs in een restant met een heerlijke pepersaus erbij ... lekker hoor.;Nee, den die struusvogelbiefstuk dai wie lest in n resterant had hebben mit een lekkere pepersaus der bie ....lekker hòr.
'Dan staat het kraan maar wel weer voor het raam!' zei de buurvrouw en we stapten de lift in om naar beneden te reizen.;‘Den staait t kraande mðrn wel weer veur t venster!' zee buurvrouw en wie stappen in de lift om oaf te raaizen.
